SZN,SLPR_ID,PLAYER NAME,POS,AGE,TM,PRK_PPR,PRK_0.5P,PRK_STD,FPT_PPR,FPTS_0.5,FPTS_STD,GM_ACTV,GM_P,GM,TM_SNP,SNP,FUM,CMP PCT,paAY,paATT,CMP,pa1D,INC,INT,paRTG,pa.ruYDS,SAC,paTD,paYDS,paYPA,paYPC,REC,recAY,DRP,rec1D,recTD,TGT,YAC,recYDS,YPR,YPT,CAR,BTKL,ru1D,ru.recYDS,ruTD,YCO,ruYDS,YPC,SNP%,MTF,YCO/A,MTF/A,ruIMP,ELU,IMP,OPP,IMP/OPP,IMP/G,RR,TS%,YPRR,pIMP,pIMP/A,TTT,DP%,PRS%,AYA,1DRR,DB,YDS(t),VS,vsRK,INJ,PROJ,FPOE
1,9493,Puka Nacua,WR,24.3,LAR,5.0,7,9,23.1,18.1,13.1,1,1,1,60,38,0,0.0%,0,0,0,0,0,0,0.00,1,0,0,0,0.00,0.00,10,87,0,7,0,11,43,130,13.0,11.8,1,0,0,131,0,NA,1,1,63.3%,NA,NA,NA,0,NA,7,12,0.583,7.0,22,37.9%,5.91,0,NA,NA,NA,NA,NA,0.318,NA,131,vs HOU,26,·,16.6,6.5
1,6770,Joe Burrow,QB,28.8,CIN,28.0,28,28,8.82,8.82,8.82,1,1,1,52,52,0,60.9%,64,23,14,6,9,0,87.80,116,3,1,113,4.91,8.07,0,0,0,0,0,0,0,0,0.0,0.0,2,0,0,3,0,NA,3,1.5,100.0%,NA,NA,NA,0,NA,7,25,NA,NA,NA,NA,NA,7,30.4%,2.76,8.7%,28.6%,7.0,NA,28,116,@ CLE,24,IR,22.9,-14.1
1,7547,Amon-Ra St. Brown,WR,25.9,DET,47.0,48,49,8.5,6.5,4.5,1,1,1,67,63,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,40,0,4,0,6,5,45,11.3,7.5,0,0,0,45,0,NA,0,0,94.0%,NA,NA,NA,0,NA,4,6,0.667,4.0,42,15.4%,1.07,0,NA,NA,NA,NA,NA,0.095,NA,45,@ GB,28,·,16.6,-8.1
1,12527,Ashton Jeanty,RB,21.8,LV,24.0,23,22,12,11,10,1,1,1,63,54,0,0.0%,0,0,0,0,0,0,0.00,38,0,0,0,0.00,0.00,2,-4,0,0,0,2,6,2,1.0,1.0,19,2,1,40,1,34,38,2,85.7%,5,1.80,0.263,2,0.443,2,21,0.095,2.0,NA,5.9%,NA,0,NA,NA,NA,NA,NA,NA,NA,40,@ NE,27,·,18.0,-6.0
1,11631,Brian Thomas Jr.,WR,22.9,JAX,42.0,36,27,9,8.5,8,1,1,1,66,57,0,0.0%,0,0,0,0,0,0,0.00,9,0,0,0,0.00,0.00,1,11,1,1,0,7,0,11,11.0,1.6,1,0,0,20,1,NA,9,9,86.4%,NA,NA,NA,1,NA,2,8,0.250,2.0,30,22.6%,0.37,0,NA,NA,NA,NA,NA,0.033,NA,20,vs CAR,29,·,17.2,-8.2
1,6797,Justin Herbert,QB,27.5,LAC,5.0,5,5,27.92,27.92,27.92,1,1,1,65,65,0,73.5%,184,34,25,13,9,0,131.70,350,3,3,318,9.35,12.72,0,0,0,0,0,0,0,0,0.0,0.0,7,0,1,32,0,NA,32,4.57,100.0%,NA,NA,NA,1,NA,17,41,NA,NA,NA,NA,NA,16,47.1%,2.88,8.8%,36.6%,9.6,NA,41,350,vs KC,30,·,18.1,9.8
1,8112,Drake London,WR,24.2,ATL,23.0,29,42,13.5,9.5,5.5,1,1,1,76,67,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,8,38,0,2,0,15,17,55,6.9,3.7,0,0,0,55,0,NA,0,0,88.2%,NA,NA,NA,0,NA,2,15,0.133,2.0,37,35.7%,1.49,0,NA,NA,NA,NA,NA,0.054,NA,55,vs TB,16,·,17.6,-4.1
1,9488,Jaxon Smith-Njigba,WR,23.6,SEA,11.0,14,19,19.4,14.9,10.4,1,1,1,52,40,2,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,9,95,0,6,0,13,29,124,13.8,9.5,0,0,0,124,0,NA,0,0,76.9%,NA,NA,NA,0,NA,6,13,0.462,6.0,21,56.5%,5.90,0,NA,NA,NA,NA,NA,0.286,NA,124,vs SF,18,·,15.2,4.2
1,4866,Saquon Barkley,RB,28.6,PHI,7.0,7,8,18.4,16.4,14.4,1,1,1,63,50,0,0.0%,0,0,0,0,0,0,0.00,60,0,0,0,0.00,0.00,4,-3,1,2,0,5,27,24,6.0,4.8,18,1,3,84,1,63,60,3.33,79.4%,3,3.50,0.167,4,0.517,6,23,0.261,6.0,NA,21.7%,NA,0,NA,NA,NA,NA,NA,NA,NA,84,vs DAL,5,Q,19.4,-1.0
1,8130,Trey McBride,TE,25.8,ARI,12.0,13,17,12.1,9.1,6.1,1,1,1,66,64,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,6,18,0,4,0,9,43,61,10.2,6.8,0,0,0,61,0,NA,0,0,97.0%,NA,NA,NA,0,NA,4,9,0.444,4.0,33,31.0%,1.85,0,NA,NA,NA,NA,NA,0.121,NA,61,@ NO,4,·,14.9,-2.8
1,7569,Nico Collins,WR,26.5,HOU,65.0,69,78,5.5,4,2.5,1,1,1,63,53,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,15,0,0,0,5,10,25,8.3,5.0,0,0,0,25,0,NA,0,0,84.1%,NA,NA,NA,0,NA,0,5,0.000,0.0,27,18.5%,0.93,0,NA,NA,NA,NA,NA,0.000,NA,25,@ LAR,12,·,17.6,-12.1
1,11564,Drake Maye,QB,23.0,NE,17.0,17,18,16.78,16.28,15.78,1,1,1,71,71,1,65.2%,173,46,30,14,16,1,80.60,298,4,1,287,6.24,9.57,1,-8,0,0,0,1,10,2,2.0,2.0,4,0,0,13,0,NA,11,2.75,100.0%,NA,NA,NA,0,NA,15,51,NA,NA,NA,NA,NA,15,32.6%,2.80,6.5%,37.7%,8.0,NA,53,300,vs LV,13,·,19.2,-2.4
1,12514,Emeka Egbuka,WR,22.9,TB,4.0,3,3,23.6,21.6,19.6,1,1,1,58,54,0,0.0%,0,0,0,0,0,0,0.00,9,0,0,0,0.00,0.00,4,52,0,0,2,6,15,67,16.8,11.2,1,0,0,76,0,NA,9,9,93.1%,NA,NA,NA,0,NA,2,7,0.286,2.0,32,18.8%,2.09,0,NA,NA,NA,NA,NA,0.000,NA,76,@ ATL,30,·,12.8,10.8
1,11635,Ladd McConkey,WR,23.9,LAC,25.0,25,28,13.4,10.4,7.4,1,1,1,65,55,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,6,57,0,3,0,9,17,74,12.3,8.2,0,0,0,74,0,NA,0,0,84.6%,NA,NA,NA,0,NA,3,9,0.333,3.0,35,26.5%,2.11,0,NA,NA,NA,NA,NA,0.086,NA,74,vs KC,31,·,15.4,-2.0
1,4046,Patrick Mahomes,QB,30.0,KC,6.0,6,6,26.02,26.02,26.02,1,1,1,61,61,0,61.5%,142,39,24,8,15,0,89.50,315,2,1,258,6.62,10.75,0,0,0,0,0,0,0,0,0.0,0.0,6,0,4,57,1,NA,57,9.5,100.0%,NA,NA,NA,5,NA,14,45,NA,NA,NA,NA,NA,9,23.1%,2.38,10.3%,25.5%,7.0,NA,47,315,@ LAC,18,·,21.3,4.7
1,11584,Bucky Irving,RB,23.1,TB,15.0,19,20,14.5,12.5,10.5,1,1,1,58,44,0,0.0%,0,0,0,0,0,0,0.00,37,0,0,0,0.00,0.00,4,-5,0,0,1,4,13,8,2.0,2.0,14,0,1,45,0,38,37,2.64,75.9%,3,2.70,0.214,1,0.484,2,18,0.111,2.0,NA,12.5%,NA,0,NA,NA,NA,NA,NA,NA,NA,45,@ ATL,32,OUT,18.6,-4.1
1,9226,De'Von Achane,RB,23.9,MIA,11.0,10,11,16.5,15,13.5,1,1,1,48,35,0,0.0%,0,0,0,0,0,0,0.00,55,0,0,0,0.00,0.00,3,-6,1,0,1,4,26,20,6.7,5.0,7,2,2,75,0,47,55,7.86,72.9%,4,6.70,0.571,2,1.241,3,11,0.273,3.0,NA,12.9%,NA,0,NA,NA,NA,NA,NA,NA,NA,75,@ IND,24,·,20.2,-3.7
1,6804,Jordan Love,QB,26.9,GB,18.0,18,17,15.92,15.92,15.92,1,1,1,48,48,0,72.7%,149,22,16,6,6,0,128.60,192,0,2,188,8.55,11.75,0,0,0,0,0,0,0,0,0.0,0.0,3,0,1,4,0,NA,4,1.33,100.0%,NA,NA,NA,1,NA,9,25,NA,NA,NA,NA,NA,8,36.4%,2.84,13.6%,34.8%,10.1,NA,23,192,vs DET,11,·,20.0,-4.1
1,11563,Bo Nix,QB,25.6,DEN,27.0,27,27,8.84,8.84,8.84,1,1,1,76,76,1,62.5%,82,40,25,8,15,2,60.00,194,1,1,176,4.40,7.04,0,0,0,0,0,0,0,0,0.0,0.0,8,0,2,18,0,NA,18,2.25,100.0%,NA,NA,NA,2,NA,11,48,NA,NA,NA,NA,NA,9,22.5%,2.83,7.5%,18.6%,6.0,NA,43,194,vs TEN,23,·,20.3,-11.5
1,12526,Tetairoa McMillan,WR,22.4,CAR,30.0,31,31,11.8,9.3,6.8,1,1,1,64,53,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,5,56,0,4,0,9,12,68,13.6,7.6,0,0,0,68,0,NA,0,0,82.8%,NA,NA,NA,0,NA,4,9,0.444,4.0,32,25.7%,2.13,0,NA,NA,NA,NA,NA,0.125,NA,68,@ JAX,24,·,14.9,-3.1
1,12507,Omarion Hampton,RB,22.5,LAC,32.0,33,32,8.1,7.1,6.1,1,1,1,65,52,0,0.0%,0,0,0,0,0,0,0.00,48,0,0,0,0.00,0.00,2,-4,0,0,0,2,17,13,6.5,6.5,15,3,4,61,0,42,48,3.2,80.0%,5,2.80,0.333,4,0.613,4,17,0.235,4.0,NA,5.9%,NA,0,NA,NA,NA,NA,NA,NA,NA,61,vs KC,22,OUT,14.4,-6.3
1,11628,Marvin Harrison Jr.,WR,23.1,ARI,12.0,10,8,18.1,15.6,13.1,1,1,1,66,59,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,5,53,0,2,1,6,18,71,14.2,11.8,0,0,0,71,0,NA,0,0,89.4%,NA,NA,NA,0,NA,3,6,0.500,3.0,32,20.7%,2.22,0,NA,NA,NA,NA,NA,0.063,NA,71,@ NO,19,·,12.2,5.9
1,6813,Jonathan Taylor,RB,26.6,IND,23.0,22,23,12.8,11.3,9.8,1,1,1,73,52,0,0.0%,0,0,0,0,0,0,0.00,71,0,0,0,0.00,0.00,3,-2,0,2,0,3,29,27,9.0,9.0,18,0,3,98,0,50,71,3.94,71.2%,4,2.80,0.222,3,0.502,5,21,0.238,5.0,NA,10.3%,NA,0,NA,NA,NA,NA,NA,NA,NA,98,vs MIA,4,·,18.0,-5.2
1,8146,Garrett Wilson,WR,25.2,NYJ,7.0,6,6,22.5,19,15.5,1,1,1,64,64,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,7,78,0,3,1,9,17,95,13.6,10.6,0,0,0,95,0,NA,0,0,100.0%,NA,NA,NA,0,NA,4,9,0.444,4.0,23,40.9%,4.13,0,NA,NA,NA,NA,NA,0.130,NA,95,vs PIT,22,·,14.2,8.3
1,12518,Tyler Warren,TE,23.3,IND,3.0,5,8,14.9,11.4,7.9,1,1,1,73,53,0,0.0%,0,0,0,0,0,0,0.00,3,0,0,0,0.00,0.00,7,40,0,4,0,9,36,76,10.9,8.4,1,0,1,79,0,NA,3,3,72.6%,NA,NA,NA,1,NA,5,10,0.500,5.0,20,31.0%,3.80,0,NA,NA,NA,NA,NA,0.200,NA,79,vs MIA,6,·,9.2,5.7
1,12529,TreVeyon Henderson,RB,22.9,NE,25.0,26,35,11.1,8.1,5.1,1,1,0,71,25,0,0.0%,0,0,0,0,0,0,0.00,27,0,0,0,0.00,0.00,6,-19,0,0,0,6,43,24,4.0,4.0,5,0,1,51,0,7,27,5.4,35.2%,1,1.40,0.200,1,0.340,1,11,0.091,1.0,NA,13.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,51,vs LV,10,·,13.7,-2.6
1,11560,Caleb Williams,QB,23.8,CHI,9.0,9,9,24.2,24.2,24.2,1,1,1,67,67,0,60.0%,133,35,21,9,14,0,86.60,268,2,1,210,6.00,10.00,0,0,0,0,0,0,0,0,0.0,0.0,6,0,3,58,1,NA,58,9.67,100.0%,NA,NA,NA,4,NA,14,41,NA,NA,NA,NA,NA,10,28.6%,3.04,11.4%,34.9%,7.6,NA,43,268,vs MIN,28,·,17.9,6.3
1,9758,C.J. Stroud,QB,24.0,HOU,26.0,26,26,9.72,9.72,9.72,1,1,1,63,63,0,70.4%,115,27,19,7,8,1,74.30,220,3,0,188,6.96,9.89,0,0,0,0,0,0,0,0,0.0,0.0,5,0,3,32,0,NA,32,6.4,100.0%,NA,NA,NA,3,NA,10,32,NA,NA,NA,NA,NA,7,25.9%,2.65,7.4%,41.2%,6.3,NA,34,220,@ LAR,17,·,17.9,-8.2
1,9224,Chase Brown,RB,25.5,CIN,22.0,21,18,13.1,12.1,11.1,1,1,1,52,39,0,0.0%,0,0,0,0,0,0,0.00,43,0,0,0,0.00,0.00,2,-2,1,0,0,3,10,8,4.0,2.7,21,2,2,51,1,86,43,2.05,75.0%,4,4.10,0.190,3,0.600,3,24,0.125,3.0,NA,13.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,51,@ CLE,28,·,18.3,-5.2
1,4892,Baker Mayfield,QB,30.4,TB,12.0,12,12,22.58,22.58,22.58,1,1,1,58,58,0,53.1%,122,32,17,7,15,0,99.30,206,1,3,167,5.22,9.82,0,0,0,0,0,0,0,0,0.0,0.0,5,0,3,39,0,NA,39,7.8,100.0%,NA,NA,NA,3,NA,13,37,NA,NA,NA,NA,NA,10,31.3%,2.95,15.6%,40.5%,10.2,NA,37,206,@ ATL,31,·,21.6,1.0
1,11620,Rome Odunze,WR,23.3,CHI,19.0,21,22,15.7,12.7,9.7,1,1,1,67,63,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,6,35,0,2,1,9,2,37,6.2,4.1,0,0,0,37,0,NA,0,0,94.0%,NA,NA,NA,0,NA,3,9,0.333,3.0,34,25.7%,1.09,0,NA,NA,NA,NA,NA,0.059,NA,37,vs MIN,32,·,10.9,4.8
1,8138,James Cook,RB,26.0,BUF,4.0,5,4,21.2,18.7,16.2,1,1,1,85,48,0,0.0%,0,0,0,0,0,0,0.00,44,0,0,0,0.00,0.00,5,-6,0,1,0,5,64,58,11.6,11.6,13,1,2,102,1,30,44,3.38,56.5%,6,2.30,0.462,3,0.692,4,18,0.222,4.0,NA,10.9%,NA,0,NA,NA,NA,NA,NA,NA,NA,102,vs BAL,2,·,14.4,6.8
1,11559,Michael Penix Jr.,QB,25.4,ATL,10.0,10,10,24.02,24.02,24.02,1,1,1,76,76,1,64.3%,109,42,27,15,15,0,93.20,319,1,1,298,7.10,11.04,0,0,0,0,0,0,0,0,0.0,0.0,6,0,2,21,1,NA,21,3.5,100.0%,NA,NA,NA,3,NA,19,48,NA,NA,NA,NA,NA,16,38.1%,2.56,9.5%,43.5%,7.3,NA,46,319,vs TB,4,·,17.9,6.1
1,5850,Josh Jacobs,RB,27.6,GB,18.0,14,12,14,13.5,13,1,1,1,48,42,0,0.0%,0,0,0,0,0,0,0.00,66,0,0,0,0.00,0.00,1,1,0,0,0,1,3,4,4.0,4.0,19,1,2,70,1,61,66,3.47,87.5%,1,3.20,0.053,3,0.373,3,20,0.150,3.0,NA,4.5%,NA,0,NA,NA,NA,NA,NA,NA,NA,70,vs DET,26,·,16.2,-2.2
1,8183,Brock Purdy,QB,25.7,SF,14.0,14,14,18.78,18.78,18.78,1,1,1,76,76,0,74.3%,156,35,26,13,9,2,92.20,294,1,2,277,7.91,10.65,0,0,0,0,0,0,0,0,0.0,0.0,5,0,0,17,0,NA,17,3.4,100.0%,NA,NA,NA,0,NA,15,40,NA,NA,NA,NA,NA,15,42.9%,3.05,14.3%,60.5%,7.5,NA,38,294,@ SEA,21,OUT,21.1,-2.3
1,6801,Tee Higgins,WR,26.7,CIN,60.0,59,61,6.3,4.8,3.3,1,1,1,52,41,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,31,0,2,0,4,2,33,11.0,8.3,0,0,0,33,0,NA,0,0,78.8%,NA,NA,NA,0,NA,2,4,0.500,2.0,23,17.4%,1.43,0,NA,NA,NA,NA,NA,0.087,NA,33,@ CLE,8,·,14.5,-8.2
1,8150,Kyren Williams,RB,25.0,LAR,19.0,15,13,13.9,13.4,12.9,1,1,1,60,49,0,0.0%,0,0,0,0,0,0,0.00,66,0,0,0,0.00,0.00,1,-4,0,0,0,2,7,3,3.0,1.5,18,2,2,69,1,61,66,3.67,81.7%,4,3.40,0.222,3,0.562,3,20,0.150,3.0,NA,6.9%,NA,0,NA,NA,NA,NA,NA,NA,NA,69,vs HOU,20,·,16.8,-2.9
1,8155,Breece Hall,RB,24.3,NYJ,10.0,9,7,16.5,15.5,14.5,1,1,1,64,37,0,0.0%,0,0,0,0,0,0,0.00,107,0,0,0,0.00,0.00,2,-4,0,1,0,4,42,38,19.0,9.5,19,2,7,145,0,76,107,5.63,57.8%,6,4.00,0.316,7,0.716,8,23,0.348,8.0,NA,18.2%,NA,0,NA,NA,NA,NA,NA,NA,NA,145,vs PIT,23,·,13.6,2.9
1,12530,Travis Hunter,WR,22.3,JAX,39.0,50,60,9.3,6.3,3.3,1,1,1,66,42,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,6,12,1,0,0,8,21,33,5.5,4.1,0,0,0,33,0,NA,0,0,63.6%,NA,NA,NA,0,NA,0,8,0.000,0.0,24,25.8%,1.38,0,NA,NA,NA,NA,NA,0.000,NA,33,vs CAR,29,·,9.7,-0.4
1,12522,Cam Ward,QB,23.3,TEN,32.0,32,32,2.48,2.48,2.48,1,1,1,57,57,1,42.9%,48,28,12,5,16,0,54.50,112,6,0,112,4.00,9.33,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,100.0%,NA,NA,NA,0,NA,5,28,NA,NA,NA,NA,NA,5,17.9%,2.89,7.1%,50.0%,10.8,NA,34,112,@ DEN,29,·,17.1,-14.6
1,11565,J.J. McCarthy,QB,22.6,MIN,11.0,11,11,23.22,23.22,23.22,1,1,1,56,56,0,65.0%,75,20,13,3,7,1,98.50,168,3,2,143,7.15,11.00,0,0,0,0,0,0,0,0,0.0,0.0,2,0,1,25,1,NA,25,12.5,100.0%,NA,NA,NA,2,NA,7,22,NA,NA,NA,NA,NA,5,25.0%,2.94,15.0%,29.2%,8.6,NA,24,168,@ CHI,15,OUT,18.8,4.4
1,4034,Christian McCaffrey,RB,29.3,SF,3.0,4,10,23.2,18.7,14.2,1,1,1,76,58,0,0.0%,0,0,0,0,0,0,0.00,69,0,0,0,0.00,0.00,9,11,0,3,0,10,62,73,8.1,7.3,22,0,6,142,0,51,69,3.14,76.3%,6,2.30,0.273,6,0.503,9,32,0.281,9.0,NA,28.6%,NA,0,NA,NA,NA,NA,NA,NA,NA,142,@ SEA,18,·,19.8,3.4
1,3198,Derrick Henry,RB,31.7,BAL,1.0,1,1,29.2,28.7,28.2,1,1,1,51,29,1,0.0%,0,0,0,0,0,0,0.00,169,0,0,0,0.00,0.00,1,5,0,1,0,1,8,13,13.0,13.0,18,2,3,182,2,104,169,9.39,56.9%,4,5.80,0.222,5,0.802,6,19,0.316,6.0,NA,5.3%,NA,0,NA,NA,NA,NA,NA,NA,NA,182,@ BUF,13,·,15.6,13.6
1,10229,Rashee Rice,WR,25.4,KC,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ LAC,25,SUS,SUS,SUS
1,5859,A.J. Brown,WR,28.2,PHI,101.0,101,102,1.8,1.3,0.8,1,1,1,63,55,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,8,0,0,0,1,0,8,8.0,8.0,0,0,0,8,0,NA,0,0,87.3%,NA,NA,NA,0,NA,0,1,0.000,0.0,23,4.3%,0.35,0,NA,NA,NA,NA,NA,0.000,NA,8,vs DAL,1,·,15.1,-13.3
1,9997,Zay Flowers,WR,25.0,BAL,1.0,1,1,28.1,24.6,21.1,1,1,1,51,46,0,0.0%,0,0,0,0,0,0,0.00,8,0,0,0,0.00,0.00,7,54,0,4,1,9,89,143,20.4,15.9,2,0,0,151,0,NA,8,4,90.2%,NA,NA,NA,0,NA,5,11,0.455,5.0,21,47.4%,6.81,0,NA,NA,NA,NA,NA,0.190,NA,151,@ BUF,20,·,12.4,15.7
1,5849,Kyler Murray,QB,28.1,ARI,16.0,16,16,18.32,18.32,18.32,1,1,1,66,66,0,72.4%,63,29,21,9,8,0,108.80,201,5,2,163,5.62,7.76,0,0,0,0,0,0,0,0,0.0,0.0,7,0,3,38,0,NA,38,5.43,100.0%,NA,NA,NA,3,NA,14,36,NA,NA,NA,NA,NA,11,37.9%,2.48,6.9%,26.3%,5.3,NA,38,201,@ NO,5,Q,20.1,-1.8
1,8148,Jameson Williams,WR,24.5,DET,57.0,61,77,6.6,4.6,2.6,1,1,1,67,65,0,0.0%,0,0,0,0,0,0,0.00,3,0,0,0,0.00,0.00,4,16,0,2,0,5,7,23,5.8,4.6,1,0,0,26,0,NA,3,3,97.0%,NA,NA,NA,0,NA,2,6,0.333,2.0,43,12.8%,0.53,0,NA,NA,NA,NA,NA,0.047,NA,26,@ GB,28,·,12.2,-5.6
